ingresos_mensuales,minutos_mensuales,cargo_recurrente,llamadas_asistidas_director,minutos_excedentes,llamadas_roaming,cambio_perc_minutos,cambio_perc_ingresos,llamadas_caidas,llamadas_bloqueadas,llamadas_no_contestadas,llamadas_atencion_cliente,llamadas_tripartitas,llamadas_recibidas,llamadas_salientes,llamadas_entrantes,llamadas_pico_ent_sal,llamadas_no_pico_ent_sal,llamadas_caidas_bloqueadas,llamadas_desviadas,llamadas_en_espera,meses_en_servicio,suscripciones_unicas,suscripciones_activas,equipos_totales,modelos_equipos,dias_equipo_actual,edad_hogar_1,edad_hogar_2,llamadas_retencion,ofertas_retencion_aceptadas,referidos_realizados,grupo_ingresos,ajustes_calificacion_credito,ingreso_diario,ratio_uso,costo_por_minuto,ocupacion,calificacion_crediticia,estado_civil,area_servicio,churn_bin
57.15,613,45.0,0.74,50,0,112.0,25.9,15.0,0.7000000000000001,46.7,1,0.0,206.0,13.7,0.0,152.7,160.0,15.7,0.0,2.7,11,1,1,1,1.0,307,66.0,66.0,0,0,0,4,0,1.905,0.07541478129713423,0.0932300163132137,Crafts,3-Good,Yes,AIRCOL803,1
34.99,103,45.0,0.0,0,0,-20.0,0.0,1.0,0.0,7.0,0,2.0,16.0,13.3,0.7000000000000001,27.3,7.3,1.0,0.0,0.0,11,1,1,1,1.0,307,64.0,0.0,0,0,0,9,0,1.1663333333333334,0.0,0.3397087378640777,Other,2-High,,PHIWIL302,0
10.0,51,10.0,0.0,0,0,-15.0,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004,0,0.0,10.4,2.7,4.3,12.0,3.0,0.7000000000000001,0.0,0.0,11,2,2,1,1.0,307,30.0,0.0,0,0,0,5,0,0.3333333333333333,0.0,0.19607843137254902,Other,2-High,No,NSHNSH615,0
29.99,18,40.0,0.0,0,0,4.0,0.0,0.0,0.0,0.30000000000000004,0,0.0,2.9,1.3,2.0,5.7,5.7,0.0,0.0,0.30000000000000004,9,1,1,1,1.0,261,0.0,0.0,0,0,0,0,0,0.9996666666666666,0.0,1.666111111111111,Other,2-High,,OMAOMA402,0
26.31,310,20.0,0.0,46,0,-310.0,-26.3,0.30000000000000004,5.3,1.3,2,0.7000000000000001,26.0,12.0,4.0,19.7,8.7,5.7,0.0,0.0,7,1,1,1,1.0,199,0.0,0.0,0,0,0,0,0,0.877,0.12921348314606743,0.08487096774193548,Other,5-Low,,OHICOL614,0
85.29,48,95.0,0.25,0,0,137.0,0.9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,5,1,1.0,368,46.0,44.0,0,0,0,8,0,2.8430000000000004,0.0,1.7768750000000002,Retired,1-Highest,Yes,FLNORL407,0
47.72,542,45.0,2.7199999999999998,28,0,-91.0,-10.7,8.7,0.30000000000000004,28.0,0,0.30000000000000004,169.7,41.7,29.3,122.3,147.3,9.0,0.0,5.7,9,2,1,1,1.0,261,0.0,0.0,0,0,0,7,0,1.5906666666666667,0.04912280701754386,0.08804428044280442,Other,7-Lowest,,HARHAR860,0
58.97,1722,60.0,0.0,26,0,-80.0,-7.2,12.0,12.0,95.7,4,0.7000000000000001,477.3,120.0,39.0,115.7,317.0,24.0,0.0,19.3,11,1,1,3,3.0,47,20.0,0.0,0,0,1,0,0,1.9656666666666667,0.014874141876430207,0.03424506387921022,Other,5-Low,No,HOUHOU281,1
0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,2,1,1.0,307,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,Other,5-Low,,OKCOKC405,0
65.08,886,45.0,2.48,78,0,234.0,32.0,4.0,12.0,100.7,2,0.0,316.2,29.7,3.7,166.3,304.7,16.0,0.0,8.0,9,1,1,1,1.0,261,44.0,18.0,0,0,0,6,0,2.1693333333333333,0.08091286307053942,0.07345372460496614,Professional,7-Lowest,,MIAFTL954,0
80.2,660,60.0,0.0,88,5,142.0,59.0,2.7,1.3,13.7,0,0.0,165.0,23.3,0.0,125.0,63.7,4.0,0.0,3.3,11,3,1,1,1.0,307,0.0,0.0,0,0,0,5,0,2.6733333333333333,0.11764705882352941,0.12151515151515152,Other,1-Highest,,MINCOR763,1
65.07,117,70.0,1.98,10,0,59.0,7.0,1.7000000000000002,0.0,7.0,0,0.30000000000000004,45.6,10.0,4.7,36.0,26.7,1.7000000000000002,0.0,0.0,9,2,2,1,1.0,261,0.0,0.0,0,0,0,0,0,2.1689999999999996,0.07874015748031496,0.5561538461538461,Other,7-Lowest,,NEVSDG619,0
36.74,797,45.0,0.0,5,0,-175.0,2.5,19.7,13.0,28.3,7,0.30000000000000004,21.5,14.0,0.7000000000000001,48.7,35.3,32.7,0.0,0.7000000000000001,11,3,1,1,1.0,307,0.0,0.0,0,0,0,0,0,1.2246666666666668,0.006234413965087282,0.046097867001254705,Other,2-High,,DALFTW817,1
82.17,816,85.0,7.18,0,0,132.0,0.7000000000000001,14.7,2.0,53.7,0,1.0,152.5,17.3,5.0,176.3,154.7,16.7,0.0,3.0,9,1,1,1,1.0,261,0.0,0.0,0,0,1,0,0,2.739,0.0,0.10069852941176471,Other,3-Good,,BOSBOS617,0
34.99,669,45.0,0.0,0,0,43.0,0.0,5.7,3.3,58.7,2,0.0,193.0,26.3,11.7,114.3,133.3,9.0,0.0,4.7,13,3,1,2,2.0,230,0.0,0.0,0,0,0,0,0,1.1663333333333334,0.0,0.052301943198804185,Other,3-Good,,HOUHOU281,1
26.54,394,10.0,0.25,25,9,-270.0,-11.0,21.0,4.7,45.0,0,0.0,44.9,75.3,15.7,175.7,97.0,25.7,0.0,1.3,13,2,2,1,1.0,368,38.0,0.0,0,0,0,3,0,0.8846666666666666,0.059665871121718374,0.06736040609137056,Clerical,3-Good,Yes,STLJOS816,1
69.86,1066,50.0,0.0,92,0,-138.0,-34.9,7.0,0.30000000000000004,31.3,0,0.0,318.4,30.0,10.0,13.7,71.3,7.3,0.0,0.30000000000000004,9,1,1,1,1.0,261,60.0,56.0,0,0,0,9,0,2.3286666666666664,0.07944732297063903,0.06553470919324578,Other,2-High,Yes,NYCWOO732,0
27.1,347,10.0,0.0,43,0,-152.0,2.1,5.3,3.0,8.0,0,0.0,113.6,11.7,6.0,65.0,53.7,8.3,0.0,0.0,13,3,3,1,1.0,368,0.0,0.0,0,0,0,0,0,0.9033333333333334,0.11025641025641025,0.07809798270893373,Other,3-Good,,DALDAL214,0
54.2,603,43.0,0.74,45,0,-317.0,-21.7,14.3,1.3,144.0,8,0.30000000000000004,71.5,35.3,13.3,167.0,180.7,15.7,0.0,0.0,7,1,1,1,1.0,199,32.0,0.0,0,0,0,3,0,1.8066666666666669,0.06944444444444445,0.08988391376451078,Other,5-Low,No,NYCBRO917,0
82.41,474,50.0,0.5,76,13,-474.0,-59.4,1.0,1.0,22.7,0,0.0,28.7,10.3,1.3,29.7,30.7,2.0,0.0,1.7000000000000002,11,1,1,2,2.0,223,38.0,32.0,0,0,0,5,0,2.747,0.13818181818181818,0.17386075949367089,Self,2-High,Yes,NSHNSH615,1
38.74,177,45.0,0.0,0,0,-177.0,-14.8,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,2,1,1.0,368,56.0,22.0,0,0,0,5,0,1.2913333333333334,0.0,0.21887005649717514,Professional,5-Low,No,DETDET313,0
90.51,602,46.0,1.73,85,29,88.0,83.9,17.0,13.7,27.7,4,0.0,120.8,19.3,4.0,124.7,42.3,30.7,0.0,2.3,9,1,1,1,1.0,261,54.0,24.0,0,0,0,6,0,3.0170000000000003,0.12372634643377002,0.15034883720930234,Other,4-Medium,No,AIRMYR843,0
35.35,1465,45.0,0.0,1,0,-22.0,1.1,5.0,0.0,43.7,2,0.0,494.6,65.0,53.3,98.0,172.3,5.0,0.0,0.0,9,3,3,1,1.0,261,26.0,0.0,0,0,0,6,0,1.1783333333333335,0.0006821282401091405,0.024129692832764504,Other,3-Good,No,NYCMAN917,0
70.59,289,45.0,0.25,101,0,-289.0,-35.6,2.0,0.7000000000000001,15.0,1,0.0,60.8,8.3,0.0,91.0,10.7,2.7,0.0,0.0,13,1,1,1,1.0,368,60.0,60.0,0,0,0,6,0,2.353,0.258974358974359,0.24425605536332182,Professional,2-High,Yes,ATLANE678,1
60.58,472,55.0,0.0,0,16,-71.0,10.7,2.0,9.7,67.0,0,0.0,107.3,15.0,2.3,62.0,64.0,13.0,0.0,0.0,11,1,1,2,2.0,22,0.0,0.0,0,0,0,0,0,2.0193333333333334,0.0,0.12834745762711863,Other,7-Lowest,,AWIGRE920,0
97.65,1144,44.0,0.0,180,0,321.0,55.0,17.7,0.0,42.3,4,0.0,283.4,73.3,2.3,96.7,157.0,18.3,0.0,4.7,13,2,1,3,2.0,16,32.0,0.0,0,0,0,9,0,3.2550000000000003,0.13595166163141995,0.0853583916083916,Other,4-Medium,No,BOSBOS617,0
44.73,230,55.0,0.0,5,0,128.0,7.3,0.0,3.7,10.7,1,0.30000000000000004,27.5,0.7000000000000001,0.0,34.0,15.3,3.7,0.0,0.0,9,1,1,1,1.0,261,76.0,72.0,0,0,0,6,0,1.4909999999999999,0.02127659574468085,0.1944782608695652,Professional,2-High,Yes,DALDAL214,0
29.84,66,39.0,0.5,0,0,-8.0,0.2,4.0,0.0,5.3,0,0.0,7.3,0.0,0.0,16.7,4.3,4.0,0.0,0.0,11,1,1,1,1.0,307,44.0,0.0,0,0,0,9,0,0.9946666666666667,0.0,0.45212121212121215,Other,2-High,No,MILMAD608,1
53.67,572,10.0,0.0,118,8,-80.0,-9.2,8.7,6.0,27.3,0,0.0,135.7,48.7,8.3,157.0,30.3,14.7,0.0,1.0,13,2,2,1,1.0,368,48.0,44.0,0,0,0,6,0,1.7890000000000001,0.17101449275362318,0.09382867132867133,Professional,2-High,Yes,FLNSAR941,0
30.75,518,10.0,0.25,82,0,-46.0,-2.5,6.0,2.7,19.0,4,0.0,68.4,14.3,6.3,89.7,6.3,8.7,0.0,3.0,9,2,2,1,1.0,261,0.0,0.0,0,0,0,0,0,1.025,0.13666666666666666,0.05936293436293436,Other,5-Low,,OHICLE216,0
34.99,14,45.0,0.0,0,0,-12.0,0.0,1.7000000000000002,0.0,4.0,0,0.0,0.7000000000000001,2.3,0.7000000000000001,3.0,2.7,1.7000000000000002,0.0,0.0,13,1,1,3,2.0,20,56.0,26.0,0,0,0,8,0,1.1663333333333334,0.0,2.4992857142857146,Other,3-Good,No,SFRDAN925,1
15.25,746,10.0,0.0,18,0,140.0,-5.2,5.3,3.3,17.0,0,0.0,199.2,22.0,23.7,107.0,133.3,8.7,0.0,3.7,11,3,3,1,1.0,307,44.0,60.0,0,0,0,3,0,0.5083333333333333,0.02356020942408377,0.02044235924932976,Other,2-High,Yes,LOULOU502,0
100.44,1155,50.0,0.0,108,17,-754.0,-60.0,4.3,0.30000000000000004,31.7,5,0.0,166.5,14.3,0.0,87.3,73.7,4.7,0.0,2.7,11,1,1,2,2.0,48,44.0,44.0,0,0,0,9,0,3.348,0.0855106888361045,0.08696103896103896,Other,5-Low,Yes,NNYALB518,0
31.2,36,30.0,0.74,0,0,-6.0,1.8,1.7000000000000002,0.0,0.0,0,0.0,0.0,0.30000000000000004,0.0,7.0,0.7000000000000001,1.7000000000000002,0.0,0.0,11,1,1,1,1.0,307,52.0,50.0,0,0,1,9,0,1.04,0.0,0.8666666666666667,Other,4-Medium,No,NYCMAN917,1
41.42,1130,45.0,0.0,7,4,424.0,14.2,16.3,6.7,51.0,0,0.0,151.6,48.7,18.3,72.0,170.3,23.0,0.0,4.3,9,2,2,1,1.0,261,36.0,36.0,0,0,0,8,0,1.3806666666666667,0.006156552330694811,0.03665486725663717,Other,2-High,Yes,MIAHWD954,0
78.56,910,45.0,0.0,124,0,600.0,57.9,1.0,8.0,89.7,1,0.0,120.9,43.7,2.0,133.7,150.3,9.0,0.0,2.0,13,1,1,3,3.0,357,0.0,0.0,0,0,0,0,0,2.618666666666667,0.11992263056092843,0.08632967032967033,Other,5-Low,,NOLKEN504,0
34.99,236,45.0,0.0,0,0,-27.0,0.0,1.0,2.0,19.3,0,0.0,17.1,16.7,0.0,40.7,25.0,3.0,0.0,0.0,11,1,1,1,1.0,307,56.0,54.0,0,0,0,6,0,1.1663333333333334,0.0,0.1482627118644068,Professional,2-High,Yes,STLCOL618,0
44.0,227,50.0,0.74,0,3,93.0,-9.0,3.7,0.0,23.7,0,0.0,5.6,9.3,0.0,44.7,17.0,3.7,0.0,0.7000000000000001,11,1,1,1,1.0,307,32.0,0.0,0,0,0,6,0,1.4666666666666666,0.0,0.19383259911894274,Other,2-High,Yes,DENDEN303,0
70.11,256,80.0,0.0,0,3,-22.0,3.9,6.3,3.3,5.3,0,0.30000000000000004,14.8,21.0,2.0,36.3,18.0,9.7,0.0,0.0,7,2,2,1,1.0,199,42.0,44.0,0,0,0,8,0,2.337,0.0,0.2738671875,Other,2-High,Yes,MINMIN612,0
13.53,94,10.0,0.0,9,0,30.0,-3.5,1.3,1.0,7.3,0,0.0,18.4,7.7,7.0,27.3,13.3,2.3,0.0,0.0,13,3,3,1,1.0,368,60.0,60.0,0,0,0,9,0,0.45099999999999996,0.08737864077669903,0.14393617021276595,Professional,2-High,Yes,LAXIRV949,0
292.91,1904,45.0,0.74,733,0,1150.0,286.0,15.3,71.7,26.3,2,3.7,866.8,86.7,40.0,221.3,284.0,88.0,0.0,16.0,7,1,1,1,1.0,199,40.0,38.0,0,0,0,4,0,9.763666666666667,0.27796738718240427,0.15383928571428573,Other,2-High,No,CHICHI773,0
72.8,416,78.0,0.0,0,0,164.0,-9.1,2.3,7.7,12.7,0,0.30000000000000004,32.3,11.0,3.7,35.3,52.3,10.0,0.0,0.7000000000000001,7,2,2,1,1.0,199,36.0,34.0,0,0,0,6,0,2.4266666666666667,0.0,0.175,Professional,3-Good,No,OHIBER440,0
92.42,1134,60.0,0.25,10,38,-182.0,-35.6,0.7000000000000001,10.0,41.3,8,0.0,114.7,12.3,1.7000000000000002,85.0,89.7,10.7,0.0,0.0,13,1,1,1,1.0,368,52.0,52.0,0,0,0,8,0,3.0806666666666667,0.008741258741258742,0.08149911816578484,Self,2-High,Yes,STLSTL314,1
37.8,674,55.0,0.0,0,0,44.0,7.2,6.3,24.0,11.0,0,3.3,10.9,11.3,0.0,58.7,66.0,30.3,0.0,0.0,7,1,1,1,1.0,199,38.0,38.0,0,0,0,6,0,1.26,0.0,0.05608308605341246,Other,2-High,Yes,OHIMID513,0
48.25,478,45.0,0.0,29,3,38.0,4.6,0.0,4.3,12.3,0,0.0,257.1,18.0,39.0,47.7,46.0,4.3,0.0,0.0,7,2,2,1,1.0,199,44.0,50.0,0,0,0,4,0,1.6083333333333334,0.05719921104536489,0.10094142259414227,Professional,3-Good,Yes,CHIDEC217,0
36.16,230,42.0,0.0,0,0,71.0,7.7,0.30000000000000004,53.7,23.0,0,0.30000000000000004,21.6,11.3,3.0,29.7,33.3,54.0,0.0,0.0,7,2,2,1,1.0,199,52.0,44.0,0,0,0,3,0,1.2053333333333331,0.0,0.1572173913043478,Retired,2-High,No,SANSAN210,0
74.44,1172,70.0,1.24,82,0,240.0,34.6,21.3,1.7000000000000002,62.0,6,0.0,227.4,104.0,28.3,222.3,251.0,23.0,0.0,9.7,7,1,1,1,1.0,199,56.0,52.0,0,0,0,9,0,2.481333333333333,0.06539074960127592,0.06351535836177474,Other,2-High,Yes,PHICTR610,0
46.52,310,45.0,0.0,1,2,-36.0,-10.7,13.0,11.3,16.0,1,0.0,62.2,19.3,4.3,83.7,32.7,24.3,0.0,0.30000000000000004,9,1,1,2,2.0,125,46.0,0.0,0,0,0,4,0,1.5506666666666669,0.003215434083601286,0.15006451612903227,Other,4-Medium,No,OHHCHI740,0
59.99,466,70.0,0.0,0,0,33.0,0.0,16.3,1.0,8.0,0,0.0,41.0,13.7,4.0,28.7,51.3,17.3,0.0,0.7000000000000001,13,2,2,1,1.0,368,0.0,0.0,0,0,0,0,0,1.9996666666666667,0.0,0.12873390557939915,Other,2-High,,AIRAUG706,0
40.31,748,36.0,0.5,54,0,-748.0,-77.1,8.3,8.0,54.3,2,0.0,185.3,19.3,16.0,148.3,109.7,16.3,0.0,9.7,9,1,1,1,1.0,261,0.0,0.0,0,0,0,0,0,1.3436666666666668,0.06733167082294264,0.053890374331550805,Other,5-Low,,HOUHOU281,0
94.8,2068,10.0,13.12,268,6,-476.0,-67.6,6.3,13.7,151.3,23,0.0,373.2,93.7,32.0,637.0,134.3,20.0,0.0,24.3,9,3,2,2,2.0,52,58.0,30.0,0,0,0,8,0,3.1599999999999997,0.11472602739726027,0.045841392649903286,Professional,5-Low,,NMXTER915,0
10.25,150,10.0,0.0,1,0,80.0,0.8,3.3,4.0,7.0,0,0.0,19.4,14.0,3.0,28.0,14.0,7.3,0.0,0.0,11,4,4,2,2.0,184,44.0,0.0,0,0,0,6,0,0.3416666666666667,0.006622516556291391,0.06833333333333333,Professional,1-Highest,No,FLNTAM813,0
49.69,734,45.0,1.49,38,0,-447.0,-13.7,6.3,39.0,108.0,2,1.0,143.2,95.0,20.0,115.0,178.0,45.3,0.0,3.0,11,1,1,1,1.0,307,30.0,0.0,0,0,0,9,0,1.6563333333333332,0.04922279792746114,0.0676975476839237,Other,2-High,No,CHILAG630,1
36.73,517,45.0,0.25,4,0,113.0,-0.8,13.0,1.3,24.0,1,0.30000000000000004,12.7,1.3,0.0,24.7,20.3,14.3,0.0,2.3,11,1,1,1,1.0,307,34.0,0.0,0,0,0,2,0,1.2243333333333333,0.007677543186180422,0.07104448742746615,Other,4-Medium,No,NYCPAS973,0
52.9,457,45.0,0.25,50,1,200.0,18.8,2.0,4.3,26.0,0,0.7000000000000001,171.6,39.7,15.7,74.0,79.7,6.3,0.0,0.30000000000000004,7,1,1,1,1.0,199,54.0,52.0,0,0,0,9,0,1.7633333333333332,0.09861932938856016,0.11575492341356673,Professional,3-Good,Yes,CHINBK847,0
30.26,48,40.0,0.0,0,0,0.0,-0.30000000000000004,1.0,0.0,2.3,0,0.30000000000000004,11.5,2.7,0.0,11.0,4.7,1.0,0.0,0.0,7,1,1,1,1.0,199,60.0,0.0,0,0,0,9,0,1.0086666666666668,0.0,0.6304166666666667,Crafts,2-High,Yes,AIRSAV912,0
10.25,28,10.0,0.25,0,0,-12.0,-0.2,0.30000000000000004,0.0,0.30000000000000004,0,0.0,1.4,0.30000000000000004,0.0,3.3,0.7000000000000001,0.30000000000000004,0.0,0.0,11,5,5,2,2.0,304,48.0,44.0,0,0,0,9,0,0.3416666666666667,0.0,0.36607142857142855,Retired,1-Highest,Yes,OHICIN513,0
38.31,448,45.0,0.0,10,0,202.0,1.9,6.3,0.0,20.0,0,0.0,44.1,28.0,15.7,87.3,49.3,6.3,0.0,0.0,13,2,2,1,1.0,368,42.0,40.0,0,0,0,4,0,1.2770000000000001,0.021834061135371178,0.08551339285714286,Professional,2-High,Yes,LAXONT909,0
32.48,133,40.0,2.23,0,0,-133.0,-2.5,1.0,2.0,6.0,0,0.0,14.2,12.7,2.7,18.7,14.0,3.0,0.0,0.0,7,1,1,1,1.0,199,0.0,0.0,0,0,0,6,0,1.0826666666666667,0.0,0.24421052631578946,Other,7-Lowest,,KCYKCM816,0
43.78,374,45.0,0.25,0,4,106.0,7.2,6.0,6.3,16.7,2,0.0,2.4,5.0,0.30000000000000004,19.7,38.0,12.3,0.0,0.0,11,2,2,1,1.0,307,36.0,36.0,0,0,0,5,0,1.4593333333333334,0.0,0.11705882352941177,Other,3-Good,Yes,FLNCLR813,1
134.66,1138,45.0,0.0,136,1,214.0,26.2,14.0,2.7,100.0,1,0.0,169.7,98.7,3.7,191.7,162.7,16.7,0.0,0.0,11,1,1,2,1.0,98,,,0,0,0,0,0,4.488666666666666,0.10675039246467818,0.11833040421792618,Other,2-High,,PHIWIL302,0
102.95,1291,44.0,1.49,179,0,227.0,0.2,8.0,1.0,143.7,14,3.7,264.8,45.0,1.7000000000000002,194.7,231.0,9.0,0.0,9.3,11,1,1,1,1.0,307,42.0,80.0,0,0,0,4,0,3.4316666666666666,0.12176870748299319,0.0797443841982959,Professional,4-Medium,,DETDET313,0
78.54,1713,85.0,0.99,0,3,-162.0,0.4,19.3,36.0,237.7,5,0.0,473.3,66.7,154.7,549.7,580.0,55.3,0.0,35.0,9,1,1,2,2.0,260,0.0,0.0,0,0,0,0,0,2.6180000000000003,0.0,0.045849387040280215,Other,4-Medium,,MINMIN612,0
98.3,1168,30.0,1.24,193,0,-924.0,-98.6,9.0,6.3,41.7,5,0.0,965.4,17.3,7.0,146.0,148.3,15.3,0.0,5.0,13,1,1,1,1.0,368,0.0,0.0,0,0,0,2,0,3.2766666666666664,0.14180749448934607,0.08416095890410959,Crafts,4-Medium,No,STLCOL618,0
36.44,290,45.0,1.24,0,0,-16.0,-1.4,6.3,0.0,14.7,0,0.30000000000000004,84.1,19.7,14.0,56.0,113.3,6.3,0.0,0.0,13,1,1,1,1.0,368,,,0,0,0,0,0,1.2146666666666666,0.0,0.1256551724137931,Other,2-High,,NYCBRO917,1
64.14,1010,78.0,0.99,34,0,6.0,-9.0,18.3,2.7,62.3,1,0.30000000000000004,298.4,17.0,5.3,171.7,156.0,21.3,0.0,6.0,7,1,1,4,3.0,52,36.0,0.0,0,0,0,1,0,2.138,0.032567049808429116,0.0635049504950495,Other,5-Low,No,APCBAL410,1
34.99,233,45.0,0.0,0,0,45.0,0.0,0.7000000000000001,0.0,6.3,0,0.0,0.0,0.0,0.0,12.7,25.0,0.7000000000000001,0.0,0.0,13,1,1,1,1.0,368,54.0,62.0,0,0,0,6,0,1.1663333333333334,0.0,0.1501716738197425,Professional,3-Good,Yes,LAXRIV909,0
35.25,914,45.0,0.0,0,0,-351.0,-0.30000000000000004,5.0,2.0,58.3,9,0.7000000000000001,0.30000000000000004,0.0,0.0,74.7,73.7,7.0,0.0,0.0,9,1,1,1,1.0,261,64.0,56.0,0,0,0,5,0,1.175,0.0,0.038566739606126915,Professional,2-High,No,SEWMED541,0
167.76,745,65.0,1.49,31,108,1408.0,291.5,9.0,0.7000000000000001,45.3,4,1.7000000000000002,123.4,34.3,6.7,97.0,121.0,9.7,0.0,4.0,7,2,2,1,1.0,199,0.0,0.0,0,0,0,0,0,5.592,0.03994845360824742,0.22518120805369127,Other,3-Good,,NNYALB518,1
63.33,1140,46.0,2.9699999999999998,35,0,173.0,22.5,8.0,0.7000000000000001,70.7,10,0.7000000000000001,164.7,31.0,6.3,104.0,178.0,8.7,0.0,6.7,13,1,1,1,1.0,368,30.0,0.0,0,0,1,6,0,2.1109999999999998,0.029787234042553193,0.05555263157894737,Other,4-Medium,No,APCBAL410,0
31.11,88,40.0,0.0,0,1,-54.0,-1.1,4.7,0.7000000000000001,3.7,0,0.0,2.1,2.7,0.0,9.0,13.3,5.3,0.0,0.0,9,1,1,1,1.0,261,44.0,88.0,0,0,0,7,0,1.037,0.0,0.35352272727272727,Other,2-High,,BOSBOS978,0
59.21,921,45.0,1.49,66,1,-681.0,-60.1,4.0,35.0,179.7,20,0.0,388.5,13.0,9.3,331.7,263.3,39.0,0.0,7.3,13,1,1,3,3.0,186,0.0,0.0,0,0,0,0,0,1.9736666666666667,0.0668693009118541,0.06428881650380022,Other,4-Medium,,HOUHOU281,0
36.45,240,45.0,0.0,4,0,-85.0,-1.5,3.0,0.0,4.3,0,0.0,137.6,50.7,31.7,39.0,53.0,3.7,0.0,0.30000000000000004,13,1,1,1,1.0,368,0.0,0.0,0,0,0,0,0,1.215,0.01639344262295082,0.151875,Other,7-Lowest,,NYCMAN917,0
28.51,108,37.0,0.25,0,0,-70.0,-8.5,2.3,1.0,5.7,1,0.0,2.4,0.30000000000000004,0.0,19.0,7.3,3.3,0.0,0.0,7,1,1,1,1.0,199,0.0,0.0,0,0,0,0,0,0.9503333333333334,0.0,0.2639814814814815,Other,2-High,,NEVENC760,0
10.0,50,10.0,0.0,0,0,53.0,0.0,0.0,0.0,3.3,0,0.0,0.0,1.3,0.0,9.7,5.7,0.0,0.0,0.0,13,3,3,1,1.0,368,46.0,50.0,0,0,0,5,0,0.3333333333333333,0.0,0.2,Professional,3-Good,Yes,NNYROC716,0
161.8,599,170.0,3.46,0,0,-119.0,2.2,5.7,5.3,22.0,0,0.0,201.8,29.3,4.7,165.7,31.3,11.0,0.0,0.7000000000000001,9,3,3,1,1.0,261,0.0,0.0,0,0,0,0,0,5.3933333333333335,0.0,0.2701168614357262,Other,6-Verylow,,HOUHOU281,0
35.24,310,45.0,0.25,0,0,-24.0,-0.2,1.0,0.0,6.3,2,0.0,21.3,1.0,0.0,8.7,16.3,1.0,0.0,0.0,13,1,1,1,1.0,368,46.0,46.0,0,0,0,9,0,1.1746666666666667,0.0,0.11367741935483872,Other,2-High,Yes,BOSBOS781,0
86.0,581,95.0,0.25,0,0,396.0,-1.0,4.0,0.0,15.3,0,0.7000000000000001,125.5,23.7,4.3,59.0,48.7,4.0,0.0,0.0,7,1,1,1,1.0,199,38.0,0.0,0,0,0,9,0,2.8666666666666667,0.0,0.14802065404475043,Professional,2-High,Yes,SFRPAL650,0
10.09,5,10.0,0.0,0,0,-4.0,-0.1,0.0,0.0,0.30000000000000004,0,0.0,0.1,0.30000000000000004,0.0,2.7,0.7000000000000001,0.0,0.0,0.0,7,2,2,1,1.0,199,48.0,48.0,0,0,0,9,0,0.3363333333333333,0.0,2.018,Other,2-High,,FLNOCA352,0
36.76,302,43.0,0.25,7,0,-134.0,-5.5,0.7000000000000001,1.3,4.0,1,0.0,57.2,29.0,22.3,43.0,38.3,2.0,0.0,1.0,13,1,1,1,1.0,368,0.0,0.0,0,0,0,0,0,1.2253333333333332,0.022653721682847898,0.12172185430463575,Other,2-High,,OHICOL614,0
30.45,103,40.0,0.0,0,0,1.0,0.30000000000000004,3.0,0.30000000000000004,17.7,1,0.0,10.1,17.3,4.7,42.0,28.7,3.3,0.0,0.0,7,1,1,1,1.0,199,0.0,0.0,0,0,0,0,0,1.015,0.0,0.29563106796116506,Other,7-Lowest,,NEVPOW619,0
157.11,1456,36.0,4.7,378,0,-366.0,-67.2,15.3,19.0,40.0,1,0.0,377.4,72.0,18.0,225.7,117.0,34.3,0.0,10.3,9,2,1,1,1.0,261,0.0,0.0,0,0,0,0,0,5.237,0.20610687022900764,0.10790521978021979,Other,5-Low,,MIAFTL954,1
64.61,870,45.0,0.25,84,0,-354.0,-29.6,11.3,12.7,34.7,1,0.0,186.1,43.3,21.3,118.3,116.0,24.0,0.0,2.0,7,1,1,1,1.0,199,52.0,0.0,0,0,0,9,0,2.1536666666666666,0.0880503144654088,0.07426436781609196,Other,2-High,Yes,OHIDAY937,0
73.78,790,45.0,1.73,104,0,360.0,41.8,32.0,5.0,70.0,0,0.0,340.8,102.0,29.0,176.7,312.0,37.0,0.0,6.3,7,1,1,1,1.0,199,44.0,44.0,0,0,0,9,0,2.4593333333333334,0.116331096196868,0.09339240506329113,Professional,5-Low,No,APCFCH703,1
87.18,1496,60.0,0.99,91,0,-122.0,-3.2,19.3,1.3,87.3,6,0.7000000000000001,506.1,47.0,6.7,147.0,254.3,20.7,0.0,6.3,7,1,1,2,2.0,6,0.0,0.0,0,0,0,0,0,2.906,0.0573408947700063,0.05827540106951872,Other,5-Low,,MILMIL414,0
44.75,351,28.0,0.74,67,0,-334.0,-68.7,1.3,0.0,5.3,2,0.0,17.5,1.3,0.0,0.0,11.7,1.3,0.0,0.0,7,1,1,1,1.0,199,0.0,0.0,0,0,0,0,0,1.4916666666666667,0.16028708133971292,0.1274928774928775,Other,5-Low,,LAXANA714,0
